feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy
scale_free_bus,3,4,sqrt,34,37,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9904596775858154,0.9451954088408272,0.9968361949304088,0.8986415647370498,0.01011391797051204,8991,253,0.9913162837740211
scale_free_bus,3,4,all,33,36,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9900437591594938,0.9429944040324058,0.9977990921255018,0.893896618941991,0.010653866877846684,9471,176,0.9914277457840527
scale_free_bus,3,5,sqrt,59,62,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9903956901356121,0.9447983770509307,0.9958858028936937,0.898696608926254,0.01009816946071478,8977,329,0.9916031952442875
scale_free_bus,3,5,all,51,54,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9900447912151423,0.9429993027076218,0.997786586967124,0.893915459505484,0.01065161709073279,9469,177,0.9914287778397011
scale_free_bus,5,2,sqrt,15,20,2,"dt_ratio_q6,id_rate,bus_rate",3,0.9895504365595393,0.9401988057480022,0.9953230707666912,0.8908600465616046,0.010968837073791893,9751,374,0.9907042747744959
scale_free_bus,5,2,all,15,20,2,"dt_ratio_q6,id_rate",2,0.9896102957871489,0.9405799753277339,0.996373504070429,0.8907036018512308,0.01099808430627252,9777,290,0.9907517493343241
scale_free_bus,5,3,sqrt,34,39,3,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9897073090181022,0.941168142428193,0.997561494116323,0.8908096035734226,0.010999209199829467,9778,195,0.9908508266765744
scale_free_bus,5,3,all,35,40,3,"dt_ratio_q6,id_rate,dlc",3,0.9899921563770718,0.942638612016492,0.996373504070429,0.8944030353374344,0.010581873690202064,9407,290,0.9913596301112556
scale_free_bus,5,4,sqrt,63,68,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9903151897950337,0.9444332595127843,0.9972488651568772,0.8969306385036722,0.010308524555863901,9164,220,0.9915113422915763
scale_free_bus,5,4,all,53,58,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9899983487109625,0.9426951210137601,0.9967986794552753,0.8941623853005183,0.010613370709796585,9435,256,0.9913678865564431
scale_free_bus,5,5,sqrt,108,113,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9905030239230499,0.9453316223473777,0.9949229056986006,0.9004493135801351,0.009894563726907342,8796,406,0.9919540941647573
scale_free_bus,5,5,all,82,87,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9900468553264392,0.9430037114961821,0.9976615353833457,0.8940237793740264,0.010638118368049423,9457,187,0.9914225855058105
scale_free_bus,7,2,sqrt,21,28,2,"dt_ratio_q6,id_rate,bus_rate,dt_bus",4,0.9895039940553595,0.9399071130597147,0.9945852664223992,0.890927624872579,0.010953088563994632,9737,433,0.9906598963816129
scale_free_bus,7,2,all,21,28,2,"dt_ratio_q6,id_rate",2,0.9896102957871489,0.9405799753277339,0.996373504070429,0.8907036018512308,0.01099808430627252,9777,290,0.9907517493343241
